timestamp,vehicle_id,tag_id,plaza_id,lane_id,direction,axle_count,vehicle_class,vehicle_type,speed_kmph,length_m,weight_kg,overweight_flag,violation_flag,passage_id,trip_id,front_image,rear_image,rfid_status,dsrc_status,loop_status,camera_status,gantry_status,antenna_id,reader_id,eh_status,transaction_type,plaza_zone,operator_id,weather_condition,temperature_c,humidity_percent,lane_mode,equipment_status,manual_override,entry_station,exit_station,class_by_operator,class_by_system,trip_distance_km,trip_time_sec,trip_complete,uplink_status,downlink_status,plate_detected,ocr_match_flag,video_flag,alarm_raised,event_code,event_desc,notes
2025-06-22 12:00:40,VEH100010,TAG5488,8,3,W,4,LCV,Commercial,60.24,5.13,28549.0,1,0,PASS10,TRIP10,front_10.jpg,rear_10.jpg,Success,Invalid,Active,Faulty,Offline,1,7,OK,Entry,C,OP817,Rain,11.7,44.8,Auto,Faulty,Yes,StationC,StationY,Truck,Truck,44.4,1602,No,Fail,Success,Yes,Match,Missing,Speed,707,Normal,
2025-06-18 22:41:06,VEH100011,TAG6072,8,4,S,4,Bus,Commercial,71.91,7.0,9558.2,0,1,PASS11,TRIP11,front_11.jpg,rear_11.jpg,Fail,Valid,Inactive,Working,Online,4,9,Error,Exit,A,OP358,Clear,23.0,49.7,Manual,Good,No,StationA,StationZ,Car,Truck,44.4,1146,No,Success,Success,Yes,Match,Available,Speed,606,Normal,
2025-06-19 18:35:45,VEH100012,TAG8230,3,4,W,2,Bus,Commercial,99.6,5.1,1359.7,1,0,PASS12,TRIP12,front_12.jpg,rear_12.jpg,Success,Valid,Active,Working,Offline,3,8,OK,Entry,A,OP161,Fog,19.6,64.0,Manual,Faulty,No,StationB,StationX,Truck,Bus,44.4,5498,No,Success,Success,No,Mismatch,Available,None,220,Normal,
2025-06-21 18:05:18,VEH100013,TAG6707,6,5,E,5,Car,Private,112.35,10.54,13414.1,1,1,PASS13,TRIP13,front_13.jpg,rear_13.jpg,Fail,Valid,Active,Working,Online,1,1,Error,Entry,C,OP488,Clear,23.5,88.9,Manual,Good,No,StationA,StationX,Truck,Truck,44.4,5843,No,Fail,Fail,No,Mismatch,Available,Speed,860,Manual Entry,
2025-06-24 15:07:07,VEH100014,TAG1363,5,5,N,2,Bus,Private,47.02,7.02,1763.9,1,1,PASS14,TRIP14,front_14.jpg,rear_14.jpg,Fail,Invalid,Active,Faulty,Online,2,4,Error,Entry,C,OP124,Fog,15.6,49.6,Auto,Faulty,Yes,StationB,StationX,Bus,Car,44.4,825,Yes,Fail,Fail,Yes,Match,Missing,Tamper,316,Override,
2025-06-25 07:26:59,VEH100015,TAG4389,2,2,S,5,HCV,Private,113.01,7.25,28655.0,1,1,PASS15,TRIP15,front_15.jpg,rear_15.jpg,Fail,Valid,Active,Working,Offline,4,7,Error,Entry,B,OP364,Rain,13.4,25.2,Auto,Good,No,StationA,StationY,Car,Car,44.4,6984,No,Fail,Success,Yes,Match,Missing,Tamper,725,Manual Entry,
2025-06-22 22:41:04,VEH100016,TAG7961,8,2,S,3,Car,Private,92.61,4.32,6929.6,0,1,PASS16,TRIP16,front_16.jpg,rear_16.jpg,Success,Valid,Inactive,Working,Offline,4,8,OK,Entry,B,OP628,Rain,28.2,46.1,Auto,Good,Yes,StationC,StationX,Truck,Car,44.4,6075,Yes,Success,Success,Yes,Mismatch,Available,None,625,Manual Entry,
2025-06-24 16:57:58,VEH100017,TAG1649,6,1,S,3,Bus,Commercial,84.97,7.52,23836.7,1,1,PASS17,TRIP17,front_17.jpg,rear_17.jpg,Success,Valid,Inactive,Working,Online,2,7,OK,Exit,B,OP533,Fog,35.2,34.3,Auto,Good,No,StationB,StationZ,Car,Bus,44.4,2824,No,Fail,Success,No,Match,Available,Speed,673,Error,
2025-06-17 23:08:20,VEH100018,TAG8952,2,5,N,4,HCV,Commercial,47.99,13.42,23417.5,1,0,PASS18,TRIP18,front_18.jpg,rear_18.jpg,Success,Valid,Active,Faulty,Online,1,3,Error,Entry,B,OP217,Rain,34.6,68.9,Auto,Faulty,No,StationA,StationZ,Truck,Car,44.4,2178,No,Fail,Fail,Yes,Mismatch,Available,Tamper,142,Override,
2025-06-24 01:11:33,VEH100019,TAG1179,5,3,E,5,Bus,Commercial,35.0,6.18,7157.7,0,0,PASS19,TRIP19,front_19.jpg,rear_19.jpg,Success,Invalid,Inactive,Working,Online,2,4,OK,Exit,A,OP737,Clear,25.8,22.2,Manual,Faulty,Yes,StationB,StationX,Bus,Truck,44.4,4405,Yes,Success,Fail,Yes,Match,Available,Axle Mismatch,851,Normal,
2025-06-17 04:56:17,VEH100020,TAG9838,1,5,S,5,Bus,Private,81.16,11.49,18939.8,1,0,PASS20,TRIP20,front_20.jpg,rear_20.jpg,Fail,Invalid,Inactive,Faulty,Offline,4,7,OK,Entry,A,OP655,Rain,28.3,41.9,Manual,Faulty,No,StationC,StationY,Truck,Bus,44.4,3930,Yes,Fail,Fail,Yes,Mismatch,Available,None,195,Override,
2025-06-24 06:38:31,VEH100021,TAG9773,6,3,W,5,LCV,Private,88.64,10.74,2203.9,1,1,PASS21,TRIP21,front_21.jpg,rear_21.jpg,Success,Invalid,Inactive,Working,Online,3,8,Error,Exit,C,OP324,Rain,28.1,60.9,Manual,Faulty,Yes,StationB,StationZ,Bus,Car,44.4,5679,No,Fail,Success,No,Mismatch,Available,Axle Mismatch,126,Error,
2025-06-23 03:43:10,VEH100022,TAG2111,9,4,S,4,Bus,Commercial,48.97,13.43,14920.4,1,0,PASS22,TRIP22,front_22.jpg,rear_22.jpg,Success,Invalid,Active,Faulty,Online,1,7,OK,Exit,B,OP253,Rain,34.2,40.8,Auto,Faulty,No,StationC,StationZ,Car,Car,44.4,6967,No,Fail,Success,No,Match,Available,Tamper,935,Manual Entry,
2025-06-20 08:19:19,VEH100023,TAG4260,1,5,S,4,Bus,Commercial,80.08,5.02,1227.7,0,0,PASS23,TRIP23,front_23.jpg,rear_23.jpg,Fail,Invalid,Inactive,Faulty,Online,1,6,OK,Exit,B,OP352,Rain,11.7,61.3,Manual,Good,Yes,StationB,StationZ,Truck,Truck,44.4,4109,Yes,Fail,Success,No,Match,Available,Axle Mismatch,994,Override,
2025-06-24 06:49:28,VEH100024,TAG7646,3,4,S,3,HCV,Private,107.08,14.74,27697.4,0,0,PASS24,TRIP24,front_24.jpg,rear_24.jpg,Fail,Valid,Active,Faulty,Online,1,9,OK,Entry,B,OP581,Clear,34.8,28.6,Manual,Faulty,Yes,StationC,StationX,Truck,Truck,44.4,3119,No,Fail,Fail,No,Mismatch,Available,None,341,Error,
2025-06-25 21:28:41,VEH100025,TAG9941,7,2,S,2,HCV,Commercial,105.16,10.2,29301.7,1,0,PASS25,TRIP25,front_25.jpg,rear_25.jpg,Success,Valid,Inactive,Working,Offline,2,9,OK,Entry,A,OP619,Fog,30.4,90.7,Manual,Faulty,No,StationB,StationZ,Bus,Bus,44.4,6015,Yes,Fail,Success,No,Match,Missing,Axle Mismatch,586,Manual Entry,
2025-06-25 23:25:39,VEH100026,TAG7137,4,2,E,5,LCV,Private,113.46,14.95,7290.7,1,1,PASS26,TRIP26,front_26.jpg,rear_26.jpg,Fail,Valid,Active,Working,Offline,2,7,Error,Exit,C,OP812,Rain,16.9,41.8,Manual,Good,Yes,StationC,StationX,Bus,Car,44.4,6279,Yes,Fail,Success,Yes,Match,Available,Tamper,339,Normal,
2025-06-16 18:17:59,VEH100027,TAG7309,9,1,W,5,Bus,Private,62.93,13.98,6876.7,0,0,PASS27,TRIP27,front_27.jpg,rear_27.jpg,Fail,Invalid,Active,Working,Online,3,8,Error,Exit,A,OP727,Rain,11.7,89.2,Auto,Faulty,No,StationA,StationX,Car,Car,44.4,3207,Yes,Fail,Fail,Yes,Mismatch,Available,Axle Mismatch,403,Override,
2025-06-26 21:40:41,VEH100028,TAG3881,3,5,E,2,LCV,Private,58.62,6.05,22808.6,0,1,PASS28,TRIP28,front_28.jpg,rear_28.jpg,Fail,Valid,Active,Faulty,Offline,3,6,OK,Entry,C,OP852,Clear,13.8,44.4,Auto,Faulty,Yes,StationA,StationX,Bus,Truck,44.4,3377,No,Success,Fail,Yes,Match,Missing,Axle Mismatch,166,Normal,
2025-06-23 08:07:25,VEH100029,TAG3656,5,4,W,5,Bus,Commercial,97.45,4.15,8198.7,0,1,PASS29,TRIP29,front_29.jpg,rear_29.jpg,Fail,Invalid,Inactive,Working,Offline,1,1,OK,Entry,C,OP556,Clear,28.4,78.6,Manual,Faulty,Yes,StationB,StationX,Car,Bus,44.4,4130,Yes,Fail,Success,Yes,Match,Missing,Axle Mismatch,380,Normal,
2025-06-21 08:49:18,VEH100030,TAG8827,3,3,S,4,Car,Commercial,68.8,6.44,26936.2,1,0,PASS30,TRIP30,front_30.jpg,rear_30.jpg,Fail,Valid,Active,Working,Offline,3,1,OK,Exit,A,OP254,Clear,36.5,38.5,Manual,Faulty,Yes,StationC,StationX,Truck,Truck,44.4,1358,Yes,Fail,Fail,No,Mismatch,Missing,Speed,291,Error,
2025-06-26 18:15:17,VEH100031,TAG7029,7,2,N,4,Car,Private,37.88,9.57,17558.7,1,1,PASS31,TRIP31,front_31.jpg,rear_31.jpg,Success,Invalid,Inactive,Faulty,Online,2,6,Error,Entry,A,OP436,Rain,21.7,70.2,Manual,Faulty,No,StationA,StationZ,Car,Truck,44.4,6618,No,Fail,Success,No,Mismatch,Missing,Tamper,218,Error,
2025-06-25 21:04:21,VEH100032,TAG9748,5,2,E,5,LCV,Commercial,55.45,5.47,11042.7,0,1,PASS32,TRIP32,front_32.jpg,rear_32.jpg,Success,Valid,Active,Working,Offline,3,2,OK,Entry,C,OP281,Fog,23.3,44.3,Manual,Faulty,Yes,StationB,StationX,Car,Bus,44.4,2789,Yes,Success,Fail,Yes,Mismatch,Missing,Axle Mismatch,251,Manual Entry,
2025-06-27 09:00:56,VEH100033,TAG9959,9,3,N,4,LCV,Private,67.67,5.43,25114.7,1,1,PASS33,TRIP33,front_33.jpg,rear_33.jpg,Success,Valid,Inactive,Working,Offline,2,8,OK,Entry,A,OP436,Clear,42.7,58.2,Manual,Good,Yes,StationA,StationX,Car,Car,44.4,3948,No,Fail,Fail,No,Match,Missing,Tamper,876,Normal,
2025-06-26 23:32:50,VEH100034,TAG5576,7,4,E,4,LCV,Private,56.33,8.82,15207.5,1,1,PASS34,TRIP34,front_34.jpg,rear_34.jpg,Success,Valid,Active,Faulty,Online,3,1,Error,Entry,A,OP312,Clear,17.5,70.5,Manual,Faulty,Yes,StationC,StationX,Truck,Car,44.4,5566,No,Success,Fail,Yes,Mismatch,Missing,Axle Mismatch,491,Error,
2025-06-23 19:40:48,VEH100035,TAG4281,2,4,S,5,HCV,Private,59.9,3.88,27419.7,1,1,PASS35,TRIP35,front_35.jpg,rear_35.jpg,Success,Valid,Inactive,Faulty,Online,4,2,OK,Entry,C,OP784,Clear,13.6,64.2,Manual,Faulty,No,StationB,StationX,Truck,Car,44.4,5988,Yes,Fail,Fail,No,Match,Available,None,330,Error,
2025-06-27 08:48:56,VEH100036,TAG9331,4,5,E,3,HCV,Private,56.44,4.9,27898.0,1,1,PASS36,TRIP36,front_36.jpg,rear_36.jpg,Success,Invalid,Active,Working,Offline,2,8,Error,Entry,C,OP240,Fog,22.0,63.2,Manual,Faulty,No,StationC,StationX,Bus,Bus,44.4,3564,No,Success,Fail,Yes,Match,Available,None,450,Normal,
2025-06-26 20:16:21,VEH100037,TAG3257,9,5,S,2,HCV,Commercial,33.73,8.28,5630.3,1,1,PASS37,TRIP37,front_37.jpg,rear_37.jpg,Success,Valid,Active,Faulty,Offline,4,6,OK,Exit,B,OP997,Rain,36.1,24.9,Manual,Good,Yes,StationC,StationX,Car,Bus,44.4,6323,No,Success,Fail,Yes,Match,Available,None,860,Manual Entry,
2025-06-16 17:02:08,VEH100038,TAG7746,2,1,E,4,LCV,Private,87.34,4.23,867.8,1,0,PASS38,TRIP38,front_38.jpg,rear_38.jpg,Fail,Valid,Active,Working,Online,2,2,Error,Exit,A,OP598,Rain,31.9,38.7,Auto,Good,Yes,StationC,StationZ,Truck,Bus,44.4,3901,No,Success,Success,Yes,Match,Missing,Axle Mismatch,670,Normal,
2025-06-18 17:32:08,VEH100039,TAG4436,9,2,S,3,Bus,Private,83.76,8.06,29530.8,1,0,PASS39,TRIP39,front_39.jpg,rear_39.jpg,Success,Valid,Inactive,Working,Online,3,2,OK,Exit,C,OP570,Rain,24.6,62.9,Manual,Good,No,StationA,StationX,Car,Bus,44.4,2593,Yes,Fail,Success,No,Mismatch,Available,Tamper,628,Manual Entry,
2025-06-28 06:25:43,VEH100040,TAG8257,5,5,S,4,Car,Commercial,88.8,8.95,27259.2,0,1,PASS40,TRIP40,front_40.jpg,rear_40.jpg,Success,Invalid,Active,Working,Online,4,7,OK,Exit,A,OP502,Clear,43.8,21.4,Auto,Good,Yes,StationB,StationX,Car,Bus,44.4,974,Yes,Fail,Success,Yes,Match,Missing,None,270,Manual Entry,
2025-06-24 01:17:54,VEH100041,TAG5193,2,4,W,4,LCV,Private,47.31,8.69,2419.0,0,1,PASS41,TRIP41,front_41.jpg,rear_41.jpg,Success,Valid,Active,Working,Online,3,5,Error,Exit,A,OP921,Rain,35.7,38.8,Auto,Faulty,Yes,StationC,StationZ,Car,Truck,44.4,2178,Yes,Success,Fail,Yes,Match,Available,Speed,962,Error,
2025-06-24 02:22:52,VEH100042,TAG9476,4,3,S,2,HCV,Private,56.61,13.5,25124.6,0,0,PASS42,TRIP42,front_42.jpg,rear_42.jpg,Fail,Valid,Active,Working,Offline,2,5,Error,Exit,C,OP199,Clear,12.2,37.2,Manual,Good,Yes,StationA,StationZ,Truck,Car,44.4,6557,No,Fail,Fail,No,Match,Missing,None,231,Normal,
2025-06-18 00:32:28,VEH100043,TAG5753,7,4,W,4,HCV,Commercial,85.77,9.6,14167.9,0,0,PASS43,TRIP43,front_43.jpg,rear_43.jpg,Success,Valid,Active,Faulty,Online,4,8,Error,Entry,B,OP219,Fog,36.1,38.7,Manual,Faulty,Yes,StationC,StationY,Car,Bus,44.4,1311,Yes,Success,Success,Yes,Mismatch,Available,None,456,Normal,
2025-06-22 23:05:33,VEH100044,TAG4401,8,2,S,2,LCV,Commercial,83.97,8.88,8361.7,0,0,PASS44,TRIP44,front_44.jpg,rear_44.jpg,Success,Valid,Inactive,Faulty,Offline,1,7,Error,Entry,C,OP670,Fog,10.8,60.2,Auto,Faulty,Yes,StationA,StationZ,Car,Car,44.4,1093,Yes,Fail,Success,No,Mismatch,Available,Speed,747,Error,
2025-06-22 19:20:32,VEH100045,TAG9083,3,4,N,2,LCV,Commercial,75.57,8.22,26459.4,0,0,PASS45,TRIP45,front_45.jpg,rear_45.jpg,Fail,Valid,Active,Working,Offline,3,9,Error,Exit,C,OP635,Rain,32.8,63.6,Auto,Faulty,Yes,StationB,StationZ,Bus,Bus,44.4,532,No,Fail,Success,No,Mismatch,Available,None,141,Override,
2025-06-19 20:34:04,VEH100046,TAG7973,1,1,S,2,HCV,Private,61.54,12.9,6542.7,0,1,PASS46,TRIP46,front_46.jpg,rear_46.jpg,Success,Invalid,Active,Faulty,Offline,2,4,OK,Exit,A,OP699,Clear,17.4,88.2,Manual,Good,No,StationB,StationX,Car,Car,44.4,6097,Yes,Success,Fail,No,Match,Available,Axle Mismatch,404,Override,
2025-06-19 21:46:50,VEH100047,TAG2712,4,2,N,3,Bus,Commercial,112.16,13.79,28461.2,0,1,PASS47,TRIP47,front_47.jpg,rear_47.jpg,Success,Invalid,Inactive,Faulty,Online,4,4,Error,Exit,B,OP571,Clear,34.4,49.0,Auto,Faulty,Yes,StationB,StationY,Bus,Truck,44.4,3327,No,Success,Success,Yes,Match,Available,Axle Mismatch,105,Normal,
2025-06-21 08:01:12,VEH100048,TAG1927,2,3,N,5,HCV,Commercial,60.58,13.31,6804.1,0,0,PASS48,TRIP48,front_48.jpg,rear_48.jpg,Fail,Invalid,Inactive,Working,Online,3,2,Error,Entry,C,OP444,Rain,20.8,89.5,Manual,Good,Yes,StationB,StationX,Car,Car,44.4,5741,Yes,Fail,Success,No,Mismatch,Available,None,428,Error,
2025-06-16 21:23:23,VEH100049,TAG7892,8,1,S,3,HCV,Private,71.01,11.25,18719.5,1,0,PASS49,TRIP49,front_49.jpg,rear_49.jpg,Success,Valid,Inactive,Faulty,Offline,4,3,Error,Entry,A,OP734,Fog,40.6,68.9,Manual,Faulty,No,StationC,StationY,Bus,Car,44.4,3909,No,Success,Success,No,Mismatch,Available,Tamper,269,Manual Entry,
2025-06-23 15:04:46,VEH100050,TAG1324,4,2,N,5,LCV,Private,91.03,5.08,7314.1,1,0,PASS50,TRIP50,front_50.jpg,rear_50.jpg,Fail,Invalid,Active,Faulty,Offline,3,1,Error,Entry,C,OP624,Fog,21.8,88.4,Auto,Good,No,StationA,StationX,Truck,Bus,44.4,2473,No,Success,Success,No,Match,Missing,Tamper,899,Manual Entry,
2025-06-21 08:13:20,VEH100051,TAG8149,2,3,W,5,Bus,Private,78.87,6.68,16733.5,0,0,PASS51,TRIP51,front_51.jpg,rear_51.jpg,Success,Valid,Inactive,Working,Offline,3,1,OK,Entry,A,OP939,Fog,31.7,82.5,Manual,Good,No,StationB,StationZ,Truck,Car,44.4,3684,No,Fail,Fail,Yes,Mismatch,Missing,None,437,Normal,
2025-06-22 17:38:50,VEH100052,TAG6313,6,1,E,2,HCV,Private,61.22,4.03,20772.1,1,1,PASS52,TRIP52,front_52.jpg,rear_52.jpg,Success,Valid,Inactive,Working,Offline,3,7,OK,Exit,C,OP544,Fog,20.0,71.6,Auto,Faulty,No,StationC,StationZ,Car,Truck,44.4,4906,No,Success,Success,No,Match,Available,Speed,826,Error,
2025-06-27 19:46:47,VEH100053,TAG2721,6,1,S,4,HCV,Private,69.21,14.2,6354.7,1,0,PASS53,TRIP53,front_53.jpg,rear_53.jpg,Success,Valid,Inactive,Working,Offline,4,5,OK,Exit,B,OP757,Fog,42.1,46.7,Manual,Faulty,Yes,StationB,StationY,Bus,Truck,44.4,5903,Yes,Fail,Success,Yes,Mismatch,Available,Axle Mismatch,168,Normal,
2025-06-23 17:44:31,VEH100054,TAG9291,4,2,N,2,Car,Commercial,101.5,11.1,16009.9,0,0,PASS54,TRIP54,front_54.jpg,rear_54.jpg,Fail,Valid,Active,Working,Online,4,3,OK,Exit,C,OP877,Rain,37.3,38.1,Manual,Faulty,No,StationB,StationX,Truck,Truck,44.4,2628,No,Fail,Fail,No,Match,Available,Axle Mismatch,981,Normal,
2025-06-17 21:36:07,VEH100055,TAG9391,6,5,S,4,LCV,Commercial,55.03,12.08,14496.5,0,0,PASS55,TRIP55,front_55.jpg,rear_55.jpg,Fail,Invalid,Active,Working,Online,3,7,OK,Exit,A,OP661,Rain,18.5,36.7,Auto,Good,Yes,StationB,StationX,Car,Bus,44.4,1097,No,Success,Fail,No,Match,Available,Axle Mismatch,638,Error,
2025-06-17 23:36:09,VEH100056,TAG8391,2,1,W,5,Car,Commercial,42.8,7.08,2874.3,0,1,PASS56,TRIP56,front_56.jpg,rear_56.jpg,Fail,Invalid,Active,Working,Online,1,2,Error,Entry,C,OP975,Rain,43.2,91.4,Auto,Good,No,StationA,StationZ,Car,Bus,44.4,5702,No,Success,Fail,Yes,Match,Missing,None,836,Normal,
2025-06-25 09:24:11,VEH100057,TAG4094,2,1,S,2,Car,Private,58.18,13.23,24694.6,1,1,PASS57,TRIP57,front_57.jpg,rear_57.jpg,Success,Invalid,Inactive,Working,Offline,1,3,OK,Entry,B,OP183,Fog,22.5,91.9,Manual,Good,No,StationA,StationZ,Bus,Bus,44.4,7094,No,Success,Fail,Yes,Mismatch,Missing,Axle Mismatch,933,Manual Entry,
2025-06-20 22:58:24,VEH100058,TAG2977,4,3,S,4,HCV,Private,106.46,6.49,10601.9,1,1,PASS58,TRIP58,front_58.jpg,rear_58.jpg,Success,Valid,Active,Faulty,Offline,1,1,OK,Exit,B,OP622,Fog,32.8,74.4,Manual,Faulty,No,StationA,StationY,Bus,Bus,44.4,3984,No,Fail,Fail,Yes,Mismatch,Available,None,606,Override,
2025-06-21 00:33:39,VEH100059,TAG8027,8,4,N,3,LCV,Private,38.01,3.52,17577.8,0,0,PASS59,TRIP59,front_59.jpg,rear_59.jpg,Fail,Invalid,Inactive,Working,Online,2,8,Error,Entry,B,OP784,Rain,36.0,86.3,Auto,Good,Yes,StationB,StationZ,Car,Bus,44.4,4787,No,Success,Success,No,Match,Available,None,845,Manual Entry,
2025-06-19 00:07:27,VEH100060,TAG3327,7,2,W,4,Bus,Commercial,119.25,7.83,15831.7,1,0,PASS60,TRIP60,front_60.jpg,rear_60.jpg,Fail,Invalid,Inactive,Faulty,Online,1,2,Error,Entry,B,OP807,Rain,10.8,88.9,Manual,Faulty,No,StationC,StationY,Bus,Truck,44.4,4777,Yes,Fail,Success,No,Mismatch,Available,Tamper,585,Override,
2025-06-22 01:21:02,VEH100061,TAG3485,9,2,E,2,HCV,Commercial,78.69,10.06,15787.2,1,0,PASS61,TRIP61,front_61.jpg,rear_61.jpg,Success,Valid,Inactive,Faulty,Offline,4,7,OK,Entry,A,OP610,Fog,43.6,58.4,Auto,Good,No,StationC,StationY,Bus,Car,44.4,6659,No,Success,Success,Yes,Match,Available,Speed,542,Error,
2025-06-22 11:09:00,VEH100062,TAG9307,8,5,E,3,Bus,Private,118.64,9.01,3930.9,1,1,PASS62,TRIP62,front_62.jpg,rear_62.jpg,Success,Invalid,Active,Working,Online,1,9,OK,Entry,C,OP439,Clear,22.1,67.2,Auto,Good,No,StationC,StationY,Truck,Truck,44.4,2889,Yes,Success,Fail,Yes,Mismatch,Missing,Speed,150,Normal,
2025-06-24 02:31:19,VEH100063,TAG5665,5,5,N,4,Bus,Commercial,114.51,13.41,13165.7,0,1,PASS63,TRIP63,front_63.jpg,rear_63.jpg,Success,Valid,Inactive,Faulty,Online,4,6,Error,Exit,B,OP195,Rain,16.6,51.4,Auto,Good,Yes,StationB,StationY,Bus,Bus,44.4,5001,No,Fail,Success,Yes,Mismatch,Missing,Speed,248,Override,
2025-06-25 08:55:24,VEH100064,TAG2773,2,2,S,4,LCV,Private,70.75,4.71,14009.1,1,0,PASS64,TRIP64,front_64.jpg,rear_64.jpg,Success,Invalid,Inactive,Faulty,Online,2,2,OK,Entry,C,OP653,Fog,39.8,51.4,Manual,Faulty,Yes,StationA,StationZ,Car,Truck,44.4,4511,No,Success,Fail,Yes,Match,Missing,Axle Mismatch,686,Error,
2025-06-18 07:48:04,VEH100065,TAG9537,5,5,N,4,Car,Commercial,47.86,9.87,22222.4,1,0,PASS65,TRIP65,front_65.jpg,rear_65.jpg,Fail,Invalid,Active,Faulty,Offline,4,2,Error,Exit,A,OP146,Fog,34.6,22.9,Auto,Faulty,No,StationC,StationY,Bus,Car,44.4,808,Yes,Success,Fail,Yes,Mismatch,Missing,Tamper,917,Error,
